"V1","V2"
-20.3834033613445,8.50525424276185
-20.5928227738738,9.03991596638656
-20.7121523590904,9.65336134453782
-20.7920572846215,10.2668067226891
-20.716648277449,10.8802521008403
-20.5885100325354,11.4936974789916
-20.3834033613445,12.0023231522411
-20.3366250542402,12.1071428571429
-19.9650738478297,12.7205882352941
-19.7699579831933,13.0076606817644
-19.4726073479778,13.3340336134454
-19.156512605042,13.5717190062248
-18.5993754657209,13.9474789915966
-18.5430672268908,13.984134701908
-17.9296218487395,14.2319122356211
-17.3161764705882,14.4128627548806
-16.702731092437,14.4801189798214
-16.0892857142857,14.5003936954632
-15.4758403361345,14.4680985843627
-14.8623949579832,14.394689620569
-14.2489495798319,14.2085171013517
-13.6355042016807,14.0048706687386
-13.4933377312421,13.9474789915966
-13.0220588235294,13.7270003947131
-12.4086134453782,13.3474461014945
-12.3904546241166,13.3340336134454
-11.7951680672269,12.8934152887454
-11.5705764125697,12.7205882352941
-11.1817226890756,12.3058486335518
-11.0167147611433,12.1071428571429
-10.5837685691063,11.4936974789916
-10.5682773109244,11.4652948390928
-10.20164573822,10.8802521008403
-9.98774035374278,10.2668067226891
-9.9548319327731,10.1280333864659
-9.82674622996613,9.65336134453782
-9.75181756803556,9.03991596638656
-9.82772540378491,8.4264705882353
-9.9548319327731,8.14324978136214
-10.0935871148927,7.81302521008404
-10.4807809170079,7.19957983193277
-10.5682773109244,7.11486216729771
-11.1368776132887,6.58613445378151
-11.1817226890756,6.55489535519265
-11.7951680672269,6.13164067473204
-12.0463185606931,5.97268907563025
-12.4086134453782,5.79680200010365
-13.0220588235294,5.52292261075323
-13.6355042016807,5.35984518326335
-13.6380476813176,5.35924369747899
-14.2489495798319,5.21553918415001
-14.8623949579832,5.17516869318482
-15.4758403361345,5.18575960367051
-16.0892857142857,5.24717285778377
-16.5120535752517,5.35924369747899
-16.702731092437,5.40683364349444
-17.3161764705882,5.57464056754866
-17.9296218487395,5.87805900159549
-18.0937034615371,5.97268907563025
-18.5430672268908,6.24719679631359
-18.9815064596036,6.58613445378151
-19.156512605042,6.7348861117374
-19.6115569124436,7.19957983193277
-19.7699579831933,7.40868404119675
-20.0254592221061,7.81302521008404
-20.3504848245825,8.4264705882353
-20.3834033613445,8.50525424276185
-20.3834033613445,8.50525424276185
