"V1","V2"
-5.59033613445378,7.24474282514383
-5.76255421210378,7.55042016806723
-7.04398129796848,10.0042016806723
-7.11836769262651,12.4579831932773
-6.66288851297909,14.9117647058824
-6.18913374500064,17.3655462184874
-6.02757863624336,19.8193277310924
-5.63976000836253,22.2731092436975
-5.59033613445378,22.492887139508
-4.92603530129587,24.7268907563025
-3.13655462184873,26.318048277462
-0.682773109243698,27.1057562228042
1.77100840336135,26.8708718571105
3.98082562376739,24.7268907563025
4.2247899159664,24.1826250185854
4.86975729236966,22.2731092436975
5.3532060617142,19.8193277310924
5.91537286176051,17.3655462184874
6.67857142857143,15.7616897632205
7.06166235998741,14.9117647058824
8.71935628773097,12.4579831932773
9.13235294117648,11.2925347502974
9.5325769405651,10.0042016806723
10.1204550870507,7.55042016806723
9.44135355186835,5.09663865546219
9.13235294117648,4.23037097727099
8.05107860884302,2.64285714285715
6.67857142857143,1.66247293502988
4.2247899159664,0.692139590525963
1.77100840336135,1.28792041551687
-0.669782793638662,2.64285714285715
-0.682773109243698,2.64940187331807
-3.13655462184873,4.2272120850709
-4.06155824335324,5.09663865546219
-5.59033613445378,7.24474282514383
-5.59033613445378,7.24474282514383
