"V1","V2"
-16.3025210084033,-0.280444165065818
-17.2506205915516,1.55357142857143
-17.6165959269336,4.24264705882354
-17.0072731003413,6.93172268907564
-16.3025210084033,7.76837272049632
-14.0116643856524,9.62079831932773
-13.6134453781513,9.89587927427949
-10.9243697478992,10.7735623851308
-8.23529411764704,10.4051480591533
-6.86293248723454,9.62079831932773
-5.54621848739495,8.75878770200941
-4.00287141254174,6.93172268907564
-3.14476681186572,4.24264705882354
-2.97521357794783,1.55357142857143
-3.74765856191499,-1.13550420168066
-5.54621848739495,-3.15308677886592
-7.14377644760413,-3.82457983193277
-8.23529411764704,-4.2476604667289
-10.9243697478992,-3.87794362167303
-11.0442446311021,-3.82457983193277
-13.6134453781513,-2.91574798823773
-15.8129135726329,-1.13550420168066
-16.3025210084033,-0.280444165065818
-16.3025210084033,-0.280444165065818
