"V1","V2"
-6.88760504201681,7.78939369254136
-7.494874175834,9.04516806722688
-8.40935262525532,11.3224789915966
-8.74268442877151,13.5997899159664
-8.37711590049741,15.8771008403361
-7.4785674894595,18.1544117647059
-6.88760504201681,19.2282123264775
-6.20578572791781,20.4317226890756
-4.61029411764706,22.6564754917083
-4.5665645862825,22.7090336134454
-2.55814219879663,24.9863445378151
-2.33298319327731,25.2240291277082
-0.345158420260355,27.2636554621849
-0.0556722689075713,27.5171355748635
2.22163865546219,29.188367666001
3.47106362883385,29.5409663865546
4.49894957983193,29.8041919762694
6.06254173578712,29.5409663865546
6.77626050420167,29.3175608620516
8.04592740308437,27.2636554621849
8.16328073914817,24.9863445378151
7.58494093316619,22.7090336134454
6.92856874451001,20.4317226890756
6.82824339998227,18.1544117647059
7.16992913753691,15.8771008403361
7.41477151967958,13.5997899159664
7.59316643078744,11.3224789915966
7.77726750596605,9.04516806722688
7.70958010710979,6.76785714285714
6.87944921497721,4.4905462184874
6.77626050420167,4.24552149682537
5.65871520037004,2.21323529411764
4.50457640431976,-0.0640756302521055
4.49894957983193,-0.142733275454533
4.07976872654775,-2.34138655462185
2.22163865546219,-3.23034600759011
0.658227542770069,-2.34138655462185
-0.0556722689075713,-1.92404922234899
-1.76022406661088,-0.0640756302521055
-2.33298319327731,0.606004621818382
-4.02280371351584,2.21323529411764
-4.61029411764706,3.11254218523227
-5.25942968078518,4.4905462184874
-6.34768064884715,6.76785714285714
-6.88760504201681,7.78939369254136
-6.88760504201681,7.78939369254136
